technique_id,technique_name,alternate_names,portuguese_japanese_name,type,subcategory,belt_level,gi_nogi,ibjjf_legal,description,key_points,common_mistakes,related_techniques,counters
GP_016,Passing Butterfly,Butterfly Pass,Passagem Borboleta,pass,guard_specific,white,both,all_belts,"Passing butterfly guard by driving flat or body lock before hooks engage","Drive opponent flat|Don't let sit up|Body lock or long step as back hits|Neutralize hooks","Letting sit up|Swept|Slow|No pressure","GP_001|GP_011|OG_019","Maintaining butterfly|Sweep|Arm drag"
GP_017,Opening Closed Guard,Guard Break,Abrir a Guarda,pass,guard_specific,white,both,all_belts,"Breaking open closed guard to begin passing sequence","Stand up with one foot forward|Push knee down|Step back when open|Wedge knee between legs","Not standing|Knee not pushed|Slow|Swept","CG_001|GP_005|GP_008","Maintaining closed|Sweep|Submission"
GP_018,Passing Worm Guard,Lapel Guard Pass,Passagem Verme,pass,guard_specific,purple,gi,all_belts,"Passing Keenan Cornelius worm guard by stripping lapel or pressuring through","Establish far collar control early|Strip lapel grip|Or pressure through with wide base|Low hips","Caught in worm|No collar control|Swept|Not stripping","GP_001|GP_005|OG_031","Maintaining worm|Sweep|Back take"
GP_019,Passing Lasso,Lasso Guard Pass,Passagem Laço,pass,guard_specific,blue,gi,all_belts,"Passing lasso guard by breaking or ducking under the lasso wrap","Strip lasso grip|Duck under wrapped leg|Or pass over|Neutralize wrap","Caught in lasso|Swept|Slow|No grip break","GP_008|GP_005|OG_012","Maintaining lasso|Omoplata|Sweep"
GP_020,Passing Half Guard,Half Guard Pass,Passagem Meia Guarda,pass,guard_specific,white,both,all_belts,"Fundamental techniques to pass half guard extracting trapped leg","Crossface and hip pressure|Free knee clearing hook|Or knee cut through|Complete to side control","Swept|Caught in lockdown|No crossface|Slow","GP_005|GP_004|HG_001","Underhook sweep|Lockdown|Deep half"
GP_021,Headquarters Position,Passing HQ,Quartel General,control,knee_slice,white,both,all_belts,"Control position with one knee in one out ready for multiple passing options","One knee inside guard|One knee outside|Posture up controlling|Ready to pass multiple ways","No control|Swept|Poor posture|Slow","GP_005|GP_010|GP_008","Guard retention|Leg entanglement|Sweep"
GP_022,Leg Weave Pass,Double Leg Control,,pass,pressure,blue,both,all_belts,"Pressure pass weaving legs together for control while passing","Weave legs together|Control hips|Heavy pressure|Pass around","Not controlling|Opponent escaping|Slow|No pressure","GP_002|GP_004|GP_001","Guard recovery|Leg pummel|Sweep"
GP_023,Floating Pass,Hover Pass,,pass,speed,purple,both,all_belts,"Light pressure passing floating over guard legs staying mobile","Stay light on guard|Float over legs|Quick direction changes|Complete to side control","Too heavy|Slow|Caught|Swept","GP_008|GP_010|GP_012","Guard retention|Leg attack|Sweep"
GP_024,Pressure Passing Concepts,Passing Principles,,control,pressure,white,both,all_belts,"Core concepts for all pressure passing: head position and hip control","Control hips|Heavy chest pressure|Cut angles|Maintain connection","Too light|No hip control|Giving space|Rushed","GP_001|GP_002|GP_004","Guard retention|Frame|Recovery"
GP_025,Speed Passing Concepts,Passing Principles,,control,speed,white,both,all_belts,"Core concepts for speed passing: grip breaking and direction changes","Break grips first|Quick direction|Don't stop moving|Complete pass","Slow|Caught|Swept|No grip break","GP_008|GP_009|GP_010","Guard retention|Leg attack|Sweep"
GP_026,Leg Pin Pass,Folding Legs,,pass,pressure,blue,both,all_belts,"Pinning both legs together and passing around with heavy pressure","Pin both legs|Heavy pressure|Walk around|Complete to side control","Legs escaping|Not enough pressure|Slow|Caught","GP_004|GP_002|GP_001","Opening legs|Guard recovery|Sweep"
GP_027,Knee Shield Pass,Passing Z-Guard,,pass,guard_specific,blue,both,all_belts,"Passing knee shield/Z-guard by smashing through or going around","Smash through shield|Or go around|Neutralize frame|Complete pass","Blocked by shield|Swept|Caught in half|Slow","GP_005|GP_004|HG_008","Maintaining shield|Sweep|Submission"
GP_028,X-Guard Pass,Passing X-Guard,,pass,guard_specific,blue,both,all_belts,"Passing X-guard by stepping over or disengaging the position","Step over hooks|Or disengage and reset|Don't get swept|Complete pass","Swept|Caught|Slow|Poor balance","GP_010|GP_008|OG_022","Maintaining X-guard|Technical standup|Leg attack"
GP_029,50/50 Passing,Fifty Fifty Pass,,pass,guard_specific,purple,both,all_belts,"Extracting from 50/50 position and passing to dominant position","Extract leg|Or invert out|Avoid leg attacks|Complete pass","Caught in 50/50|Leg locked|Slow|Swept","GP_010|LE_005|OG_029","Maintaining 50/50|Heel hook|Sweep"
GP_030,SLX Pass,Ashi Garami Pass,,pass,guard_specific,blue,both,all_belts,"Passing single leg X/ashi garami by stepping over or extracting leg","Step over hooks|Pressure down|Extract leg|Complete pass immediately","Leg locked|Swept|Caught|Slow","GP_010|GP_028|OG_025","Maintaining SLX|Leg attack|Sweep"
