technique_id,technique_name,alternate_names,portuguese_japanese_name,type,subcategory,belt_level,gi_nogi,ibjjf_legal,description,key_points,common_mistakes,related_techniques,counters
CG_021,Armbar-Triangle-Omoplata Chain,Submission Chain,,submission,submissions,blue,both,all_belts,"Classic closed guard attack chain flowing between three complementary submissions","Attack armbar first|When defended, transition to triangle|If arm extracted, flow to omoplata|Continue cycling based on defense","Static attacking|Losing position between transitions|Poor angle management|Giving up between attempts","CG_008|CG_009|CG_011","Staying tight and defensive|Stacking|Posturing constantly"
CG_022,Rubber Guard,Mission Control,Guarda de Borracha,control,control,purple,both,all_belts,"Flexible guard position pulling own ankle behind opponent's head for maximum control","From closed guard, pull ankle behind opponent's head|Secure with same-side hand|Maintain broken posture|Attack with omoplata or gogoplata","Insufficient flexibility|Losing head position|Not maintaining tension|Overreaching","CG_011|CG_023|CG_008","Posturing explosively|Stripping leg control|Passing quickly"
CG_023,Gogoplata,,Gogoplata,submission,submissions,purple,both,all_belts,"Rare shin choke from rubber guard position placing shin across opponent's throat","Establish rubber guard or mission control|Insert shin across throat|Pull head down with hands|Apply pressure with shin","Poor rubber guard setup|Shin not on throat|Insufficient pulling pressure|Losing position","CG_022|CG_011|CG_008","Posturing up|Moving head to side|Stripping leg"
CG_024,Williams Guard,High Guard,,control,control,purple,both,all_belts,"High guard variation with leg over opponent's shoulder creating strong control and arm attacks","From closed guard, throw leg over opponent's shoulder|Overhook the arm at tricep|Maintain strong head control|Attack armbar or omoplata","Losing head control|Shoulder not trapped|Flat positioning|No angle","CG_009|CG_011|CG_022","Posturing to strip leg|Pulling arm free|Stacking"
CG_025,Double Attack,Push-Pull Attack,,submission,submissions,white,both,all_belts,"Combined attack threatening both cross choke and armbar simultaneously from closed guard","Establish deep collar grip|Control opposite arm at wrist|Threaten both attacks|Finish whichever opponent defends less","Only focusing on one attack|Poor grip depth|Not maintaining pressure|Telegraphing preferred attack","CG_012|CG_009|CG_008","Defending both lines|Strong posture|Elbow defense"
CG_026,Lasso Spider Entry,Guard Transition,,transition,transitions,blue,gi,all_belts,"Transition from closed guard to lasso spider guard when opponent stands or creates distance","When opponent stands, maintain sleeve grips|Thread leg around arm for lasso|Place other foot on bicep|Attack from spider/lasso position","Losing sleeve grips|Poor timing|Not committing to transition|Passive guard play","OG_012|OG_013|CG_004","Passing quickly|Stripping grips|Pressure passing"
CG_027,Sit-Up Guard Entry,Butterfly Transition,,transition,transitions,blue,both,all_belts,"Transition from closed guard to butterfly guard when opponent disengages or stands","Open guard and bring feet to inside hooks|Sit up to face opponent|Establish underhook or collar tie|Attack with butterfly sweeps or arm drag","Passive transition|Losing upper body connection|Not sitting up|Slow hook insertion","OG_020|OG_021|CG_019","Passing immediately|Driving flat|Knee slice"
CG_028,Hip Heist,Tripod Sweep Entry,,sweep,sweeps,blue,both,all_belts,"Technical sweep using hip movement and tripod-like leg positioning from guard","Control sleeves or wrists|Post feet on hips and one on ground|Hip out and sweep with pressure|Come to top immediately","Poor timing|Not controlling upper body|Weak hip movement|Not following to top","CG_004|CG_005|OG_024","Disengaging|Strong base|Pressure forward"
CG_029,Wrist Lock from Guard,Mão de Vaca,Mão de Vaca,submission,submissions,blue,both,blue_and_above,"Wrist hyperflexion attack from closed guard isolating and bending opponent's wrist","Isolate opponent's wrist|Control forearm with both hands|Hyperextend wrist toward opponent|Apply gradual pressure","Not isolating elbow|Too much force too fast|Poor angle|Loose control","CG_010|CG_009|CG_016","Straightening arm|Pulling wrist|Gripping own hand"
CG_030,Technical Stand Up,Guard Recovery Stand,Levantamento Técnico,transition,transitions,white,both,all_belts,"Method to safely stand from guard while maintaining defensive position and potential attacks","Post one hand behind|Step opposite foot up|Drive off foot while maintaining guard|Come to standing with grips","Poor hand placement|Not maintaining guard|Standing too slowly|Exposed to strikes","TD_015|CG_007|CL_001","Driving forward|Takedown attempt|Pulling back down"
