technique_id,technique_name,alternate_names,portuguese_japanese_name,type,subcategory,belt_level,gi_nogi,ibjjf_legal,description,key_points,common_mistakes,related_techniques,counters
OG_030,50/50 Sweep,Fifty Fifty Sweep,,sweep,50_50,purple,both,all_belts,"Sweep from 50/50 using off-balance and momentum to come to top","From 50/50, off-balance opponent|Use momentum to sweep|Come to top maintaining entanglement|Transition to pass or attack","Poor timing|Losing entanglement|Not following|Slow execution","OG_029|LE_005|LE_006","Counter sweep|Heavy base|Leg attack"
OG_031,Worm Guard,Lapel Guard,Guarda Verme,control,worm,purple,gi,all_belts,"Keenan Cornelius guard extracting opponent's lapel and wrapping around your shin","Extract opponent's far lapel|Pass under their leg|Wrap around your shin and grip|Create strong connection","Poor lapel grip|Not wrapping correctly|Loose connection|Low energy guard","OG_032|OG_033|OG_034","Stripping lapel|Pressure passing|Breaking grips"
OG_032,Worm Guard Sweep,Lapel Sweep,,sweep,worm,purple,gi,all_belts,"Sweep from worm guard using lapel connection to off-balance","From worm guard, secure lapel tightly|Off-balance opponent laterally|Sweep using connection|Follow to top","Loose lapel|Poor timing|Not following|Weak connection","OG_031|OG_033|OG_034","Breaking lapel grip|Base wide|Pressure forward"
OG_033,Worm Guard Back Take,Lapel Back Entry,,transition,worm,purple,gi,all_belts,"Using worm guard to spin to opponent's back","From worm guard, begin berimbolo motion|Use lapel to assist rotation|Spin to back|Establish control","Losing lapel|Not spinning fully|Poor timing|Weak grips","OG_031|OG_003|BC_001","Defending rotation|Breaking grip|Counter spin"
OG_034,Squid Guard,Worm Guard Variation,,control,worm,purple,gi,all_belts,"Worm guard variation with different lapel path created by Keenan Cornelius","Extract lapel differently than standard worm|Create alternative connection|Attack from this configuration|Chain to other lapel guards","Loose connection|Wrong lapel path|Poor position|Weak grips","OG_031|OG_032|OG_035","Stripping grip|Pressure passing|Disengaging"
OG_035,Gubber Guard,Lapel Guard Variation,,control,worm,brown,gi,all_belts,"Another Keenan Cornelius lapel guard variation with specific lapel configuration","Specific lapel extraction and wrap|Creates unique control|Enables specific attacks|Chain to worm system","Incorrect lapel path|Loose grip|Poor position|Complexity errors","OG_031|OG_034|OG_032","Stripping lapel|Heavy pressure|Breaking system"
OG_036,Rubber Guard,Mission Control,Guarda de Borracha,control,rubber,purple,both,all_belts,"Eddie Bravo flexible guard pulling own ankle behind opponent's head from closed guard","Pull own ankle behind opponent's head|Control shin with same-side hand|Maintain broken posture|Attack omoplata or gogoplata","Insufficient flexibility|Losing position|Poor control|Not breaking posture","OG_037|CG_022|CG_023","Posturing explosively|Stripping leg|Passing quickly"
OG_037,Rubber Guard Omoplata,Mission Control Omoplata,,submission,rubber,purple,both,all_belts,"Attacking omoplata from rubber guard/mission control position","From rubber guard, release to omoplata|Secure arm and sit up|Apply forward pressure|Finish omoplata","Not transitioning smoothly|Losing control|Opponent rolling|Poor finish","OG_036|CG_011|CG_022","Roll through|Posturing|Arm extraction"
OG_038,Sit-Up Guard,Seated Guard,,control,butterfly,blue,both,all_belts,"Active seated guard position facing opponent ready for butterfly or other attacks","Sit facing opponent|Light hooks or feet ready|Hand fighting actively|Ready to engage any guard","Too far|No engagement|Passive position|Flat posture","OG_019|OG_021|OG_039","Pushing down|Aggressive passing|Snatch single"
OG_039,Shin-to-Shin Guard,Shin Guard,,control,butterfly,blue,both,all_belts,"Open guard variation with shin-to-shin contact controlling opponent's leg","Place shin across opponent's shin|Control at ankle and sleeve/collar|Maintain connection|Ready for single leg or sweep","Loose connection|Poor grips|Flat position|No activity","OG_019|OG_040|TD_002","Removing shin|Knee slice|Pressure passing"
OG_040,Single Leg from Shin-to-Shin,Shin Guard Single,,transition,butterfly,blue,both,all_belts,"Taking single leg from shin-to-shin guard position","From shin-to-shin, grip around leg|Stand up with single leg|Finish single leg takedown|Come to top position","Loose grip|Not following|Poor stand-up|Telegraphing","OG_039|TD_002|OG_019","Sprawling|Whizzer|Guillotine"
OG_041,Tornado Guard,Inverted Guard,Guarda Invertida,control,dlr,purple,both,all_belts,"Inverted guard variation used for sweeps and back takes","Invert with leg hooked|Maintain control on opponent|Use inversion for sweep or back take|Flow between positions","Losing control|Stuck inverted|No activity|Exposed to pass","OG_003|OG_006|BC_001","Stacking|Pressure|Knee slice"
OG_042,DLR Leg Drag Counter,Counter to Leg Drag,,sweep,dlr,purple,both,all_belts,"Counter sweep when opponent attempts leg drag from your DLR guard","When opponent attempts leg drag|Use their momentum|Counter sweep to top|Maintain DLR structure","Too late|Losing DLR|Poor timing|Not following","OG_001|GP_013|OG_002","Completing leg drag|Heavy pressure|Passing quickly"
OG_043,Spider Lasso Hybrid,Combined Guard,,control,lasso,blue,gi,all_belts,"Combining spider guard on one side with lasso on other for maximum control","Spider foot on one bicep|Lasso wrap on other arm|Control both sleeves|Maximum distance and control","Loose grips|Poor configuration|Flat position|No activity","OG_009|OG_012|OG_011","Stripping grips|Duck under|Heavy pressure"
OG_044,K Guard,Lachlan Giles Guard,,control,slx,purple,both,all_belts,"Lachlan Giles modification of SLX for easier leg lock entries","Modified SLX position|Knee line across opponent|Easy entry to heel hook|Used in competition extensively","Poor knee position|Losing control|Exposed to pass|Wrong configuration","OG_025|LE_001|LE_006","Extracting leg|Passing over|Counter attack"
OG_045,Matrix Back Take,Spider to Back,,transition,spider,purple,gi,all_belts,"Taking back from spider guard by spinning under opponent","From spider guard, release and spin|Go underneath opponent|Emerge behind for back take|Establish control","Losing grips|Not spinning fully|Poor timing|Stuck under","OG_009|BC_001|OG_003","Basing down|Counter spin|Passing quickly"
